path,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,class
0.0067022042,a,b,a,a,m,a,b,b,a,b,m,b,b,b,b,b,b,m,b,m,b,m,a,b,b,m,m,m,m,1
0.007987445,b,a,a,a,b,m,m,b,b,b,m,a,b,m,m,m,b,b,b,m,a,a,a,b,m,m,b,m,m,1
0.006476032,m,a,m,a,b,m,a,b,m,b,b,b,b,b,m,b,m,m,b,m,a,m,a,b,b,m,b,m,b,1
0.0066017113,m,b,a,a,b,m,a,b,a,a,m,b,b,m,m,b,b,b,b,b,a,a,a,b,b,m,b,b,b,1
0.008026848,b,a,a,b,b,b,a,b,m,b,m,b,b,a,b,a,b,b,b,b,b,b,a,b,m,a,m,a,a,1
0.010844931,m,a,a,m,b,m,m,b,a,b,m,b,b,m,m,a,b,b,b,m,b,b,a,b,m,m,m,m,b,1
0.0080986535,m,m,m,m,b,a,a,b,m,b,a,a,b,m,b,m,b,b,b,b,b,m,a,b,b,m,m,a,a,1
0.008646424,m,m,m,b,b,b,a,b,m,b,b,a,m,a,m,m,b,m,a,b,a,a,m,b,b,b,m,a,b,1
0.0064577633,b,b,a,a,b,a,a,b,a,b,a,b,b,b,b,m,b,b,b,b,b,b,a,b,b,a,b,m,m,1
0.010028209,a,a,a,m,a,b,a,b,b,b,m,a,b,m,m,m,b,a,a,b,m,a,m,b,m,m,m,a,m,1
0.010523752,m,m,b,a,m,b,a,b,m,a,b,a,b,m,m,m,b,b,a,b,b,a,a,m,b,m,m,m,b,1
0.0096641155,a,m,a,m,b,a,a,b,m,b,a,b,b,m,b,m,b,b,b,b,m,a,a,b,b,m,m,m,m,1
0.007522371,m,b,m,m,a,a,m,m,m,a,b,a,b,m,m,m,m,a,a,m,b,a,m,b,b,a,a,m,b,0
0.007898014,b,b,a,m,a,m,m,m,a,a,b,a,b,b,m,m,a,a,a,a,a,b,m,b,m,a,m,m,b,0
0.006567264,a,b,m,b,a,m,a,m,m,b,m,a,b,m,m,m,m,a,a,a,m,a,b,b,b,m,a,m,m,0
0.007092861,m,m,m,m,a,m,m,m,m,a,b,a,b,b,m,a,b,a,a,m,a,m,b,b,m,m,a,a,b,0
0.0060821353,b,b,m,a,a,a,b,b,a,a,b,b,b,b,m,b,a,a,a,b,b,m,a,m,m,a,m,m,b,0
0.0064628855,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.010070428,b,b,a,m,a,m,b,b,a,a,b,b,b,b,m,a,m,a,m,m,b,b,a,m,m,a,a,m,b,0
0.009328795,b,b,m,a,b,a,b,b,a,m,b,b,b,b,m,b,a,a,b,b,m,b,a,b,b,a,b,a,b,0
0.006940591,b,b,m,a,b,a,b,b,a,a,m,b,b,b,b,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.009138833,b,b,m,b,a,a,b,m,a,a,b,b,b,b,m,b,m,a,b,a,m,b,a,m,m,a,m,a,m,0
0.0075703803,b,b,m,a,b,a,m,b,a,a,b,b,b,b,m,b,a,a,b,b,b,b,a,b,b,a,b,b,b,0
0.005447658,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,a,b,a,b,m,a,b,a,b,0
0.0046398444,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,m,a,a,b,m,a,b,a,b,a,a,b,m,a,0
0.004073185,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,a,a,b,a,b,0
0.0049992916,b,b,m,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,b,a,b,m,m,0
0.007898372,b,b,m,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,m,a,b,b,a,b,a,b,0
0.0047397246,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,a,b,a,b,m,a,b,m,b,0
0.00439964,b,b,a,a,m,a,b,b,a,a,b,b,b,b,b,b,a,a,b,m,b,b,a,b,b,a,b,m,b,0
0.009175082,b,b,a,a,b,a,a,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,b,a,m,a,b,0
0.0039788536,b,b,m,a,b,a,b,b,a,m,b,b,m,b,m,b,a,a,b,b,m,b,a,b,b,a,b,m,b,0
0.00514784,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,m,a,b,b,b,0
0.0058792643,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,m,b,a,b,m,a,b,m,b,0
0.002720955,b,b,a,m,a,m,m,m,m,a,b,b,b,b,m,a,a,a,b,a,a,b,a,b,a,a,b,m,m,0
0.004569398,b,b,a,a,m,a,b,b,a,a,m,b,b,b,b,b,a,a,b,m,b,b,a,b,a,a,b,m,b,0
0.00957261,b,b,a,b,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.007245878,b,b,a,a,b,a,b,b,a,a,b,b,b,b,b,b,a,a,b,b,b,b,a,b,b,a,b,m,b,0
0.006302472,b,b,a,a,m,a,b,b,a,a,b,b,b,b,b,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.0064254813,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,b,b,b,a,b,m,a,b,a,b,0
0.006420811,b,b,m,a,b,a,b,b,a,a,m,b,b,b,m,b,m,a,b,b,b,b,a,b,b,a,b,a,b,0
0.005940042,b,b,a,b,a,m,b,b,m,b,b,a,b,m,m,b,m,a,a,a,a,m,m,a,b,m,b,m,b,0
0.006933576,b,b,a,a,m,a,b,b,a,a,m,b,b,b,b,b,m,a,b,m,b,b,a,b,m,a,m,a,b,0
0.0064189234,b,b,m,a,b,a,b,b,a,a,m,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,a,b,0
0.008776428,b,b,a,a,b,a,b,b,a,a,m,b,b,b,b,b,a,a,b,a,b,b,a,b,b,a,b,m,b,0
0.009630696,b,b,m,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,a,a,m,m,b,0
0.003995216,m,b,m,b,m,b,b,m,m,m,b,a,b,a,m,m,m,m,a,m,m,a,b,b,m,m,a,m,m,0
0.012301182,b,b,m,a,a,a,b,b,a,m,a,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,b,m,b,0
0.0052839476,b,b,a,b,a,b,b,b,m,m,b,m,b,b,m,m,m,a,b,a,a,b,a,m,a,a,b,m,m,0
0.0074076857,b,b,m,a,a,m,b,b,m,m,b,m,b,b,m,a,m,a,m,a,a,a,a,b,m,a,m,a,b,0
0.00659924,m,b,m,b,a,b,b,a,m,m,b,m,b,b,a,m,m,a,b,m,a,m,b,m,a,a,a,a,a,0
0.004758522,m,b,m,b,a,b,b,b,m,m,b,m,b,b,m,m,m,a,b,a,m,m,b,b,b,a,m,m,m,0
0.00697583,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,b,b,b,a,b,m,a,b,a,b,0
0.0062226816,b,b,a,b,a,m,b,b,m,a,b,m,b,b,m,m,m,a,b,a,b,b,a,b,a,a,b,m,m,0
0.0056500593,b,b,a,b,a,m,b,b,m,m,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,m,m,b,b,0
0.00795915,b,m,m,b,a,a,b,b,m,m,b,b,b,m,m,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.005628084,b,b,a,b,a,b,b,b,b,a,b,m,b,b,m,m,a,a,b,a,m,m,m,b,m,a,m,m,a,0
0.0053729136,b,b,m,b,a,m,b,b,m,a,b,m,b,b,m,b,a,a,b,m,m,b,a,a,a,a,m,m,a,0
0.0042612925,m,b,a,b,a,b,b,m,m,m,b,a,b,m,m,m,m,m,a,m,b,a,m,b,m,m,a,m,a,0
0.004110333,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,a,a,b,a,b,0
0.0070140436,b,b,a,m,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,b,b,0
0.0057461197,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,b,a,b,m,b,0
0.0045004967,b,b,a,a,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,a,m,0
0.004501126,b,b,m,b,a,m,b,m,b,m,b,m,m,b,m,b,m,a,m,m,m,m,a,b,m,m,m,a,a,0
0.00554149,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,m,a,b,m,a,b,b,a,m,m,m,0
0.010958072,b,b,m,m,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,m,m,b,b,a,m,b,b,0
0.00744368,m,b,m,b,m,a,m,m,a,m,b,b,b,b,m,m,a,a,b,m,m,b,m,b,m,m,m,m,a,0
0.00567795,b,b,m,m,a,a,b,b,m,a,b,m,b,b,m,b,a,a,a,m,a,m,a,b,b,a,m,m,m,0
0.009902204,b,b,m,a,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,m,a,b,b,a,m,b,b,0
0.0059720757,m,b,m,b,a,m,m,m,m,a,b,a,b,m,b,m,m,a,a,m,m,a,b,b,m,m,m,m,m,0
0.007882791,b,b,m,b,m,a,b,m,m,m,b,m,m,b,m,m,a,a,m,b,m,m,a,b,m,a,m,m,b,0
0.009047332,b,b,a,m,m,a,b,b,a,a,m,b,b,b,m,b,a,a,b,m,m,b,a,b,b,a,m,m,b,0
0.003934518,b,b,m,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,b,b,b,a,b,b,a,m,m,a,0
0.0048627243,a,b,m,b,m,m,m,m,m,b,b,a,b,b,m,b,m,a,b,m,b,m,m,m,a,m,m,m,a,0
0.005081102,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.0047431486,b,b,a,b,a,m,m,b,b,b,b,a,b,b,b,m,m,a,m,a,a,b,a,b,m,a,m,m,m,0
0.00850847,b,b,a,a,b,a,b,b,a,m,b,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,b,b,b,0
0.008676586,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,b,b,b,0
0.006596291,m,b,m,b,a,m,b,m,m,a,b,m,a,m,m,b,a,a,a,m,a,m,a,b,m,m,m,m,m,0
0.0057590846,b,b,a,b,a,m,b,b,m,b,b,a,b,a,m,b,m,a,a,a,a,a,b,m,m,m,b,m,m,0
0.005419616,b,m,b,b,a,b,a,m,b,b,b,a,m,a,m,m,b,a,a,a,a,a,b,b,m,a,a,m,a,0
0.0066017085,m,b,a,m,a,m,b,b,m,a,b,b,b,b,m,a,a,a,m,a,a,b,a,m,m,a,m,m,b,0
0.008326093,b,b,m,m,a,m,a,m,m,a,b,m,b,b,m,m,m,a,a,m,m,a,m,b,b,m,a,m,m,0
0.0063188956,b,m,m,m,a,b,a,m,b,a,b,a,m,m,m,b,m,a,a,a,m,a,b,b,b,a,a,m,m,0
0.0072046407,b,b,a,m,m,a,m,b,a,a,b,b,b,b,b,b,a,a,b,a,m,b,b,b,b,a,m,m,b,0
0.007619844,a,b,a,b,a,b,b,b,a,a,b,b,b,b,m,m,a,a,b,a,a,b,b,b,m,a,b,a,m,0
0.005449434,m,b,a,b,a,m,b,m,m,a,b,m,b,b,m,a,a,a,m,b,m,m,a,b,b,a,b,m,a,0
0.005219298,b,b,a,a,a,b,b,m,b,a,b,m,b,b,m,m,a,a,a,m,m,m,m,b,m,a,m,m,m,0
0.0073071504,m,b,a,m,a,m,b,m,m,a,b,b,b,b,m,m,a,a,b,m,m,m,a,m,b,a,b,m,a,0
0.009761192,b,b,a,m,m,a,b,b,a,m,m,b,b,b,m,b,a,a,b,a,b,b,a,b,b,a,b,m,b,0
0.006961018,b,b,a,m,m,m,b,m,a,a,b,b,b,b,m,b,a,a,m,m,m,b,b,b,b,a,m,m,m,0
0.0070312754,m,b,a,m,m,a,a,a,a,a,b,b,b,b,m,a,m,a,b,a,m,b,b,a,b,a,m,b,b,0
0.004993936,m,b,a,a,a,b,m,b,m,a,b,b,b,b,m,m,a,a,a,m,a,b,m,b,m,a,m,m,m,0
0.008998416,b,m,a,m,m,m,b,b,a,a,b,m,b,b,m,b,m,a,b,m,m,m,m,b,m,a,m,b,b,0
0.00636155,m,b,m,m,a,a,b,b,m,a,b,m,b,b,a,b,a,a,b,b,a,b,m,b,m,a,m,a,m,0
0.005863788,b,b,a,a,m,a,m,b,a,a,b,b,b,b,m,b,a,a,b,m,m,b,a,b,b,a,b,m,b,0
0.0051369015,b,b,a,a,b,a,b,b,a,a,m,b,b,b,m,m,a,a,b,a,a,b,b,b,m,a,b,m,b,0
0.0062754247,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,m,m,b,a,b,b,m,b,b,a,m,b,b,0
0.007899279,b,b,a,a,a,a,m,b,m,a,b,b,m,b,m,b,a,m,a,a,a,m,m,b,b,a,m,b,b,0
0.0057951934,b,m,a,m,a,a,b,b,m,b,b,b,b,b,b,m,a,a,b,a,a,m,m,b,a,a,m,b,b,0
0.0053882324,m,b,a,b,a,m,b,b,m,b,b,m,b,b,m,m,a,a,b,a,b,m,m,b,m,m,m,m,b,0
0.005806651,m,b,m,b,a,b,m,b,a,m,b,m,b,b,a,b,a,a,b,b,b,b,b,b,a,a,m,m,m,0
0.007558692,b,b,m,m,a,m,a,m,a,a,b,b,b,b,m,b,a,a,b,m,b,m,a,m,b,m,m,m,b,0
0.00698127,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,a,m,a,b,m,a,b,a,b,0
0.0058192112,b,b,a,m,a,m,b,b,a,m,b,b,b,b,m,m,a,m,b,m,m,b,b,b,m,a,m,b,m,0
0.0048164227,b,b,a,b,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,m,b,a,m,m,a,b,m,b,0
0.0051965397,b,b,a,b,a,m,m,b,m,m,b,b,b,b,m,m,m,m,b,a,b,b,m,b,m,a,m,m,b,0
0.0030345768,b,b,m,m,m,a,a,b,m,a,b,m,b,m,b,b,m,a,b,m,b,a,m,b,b,a,m,b,m,0
0.009085152,m,b,m,b,a,m,b,b,m,b,b,a,b,m,m,b,b,a,m,b,m,m,a,a,m,a,a,m,m,0
0.008928263,m,b,m,b,a,a,b,b,a,a,b,b,b,b,m,m,a,a,b,m,a,b,m,b,m,a,m,b,b,0
0.0077695153,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,m,a,b,b,b,0
0.007221607,b,b,a,a,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,b,b,b,a,m,b,a,b,b,b,0
0.0051879687,b,b,a,b,a,m,b,b,a,m,b,b,b,b,m,b,m,a,b,a,m,b,a,m,m,m,m,a,m,0
0.0085230535,b,b,a,a,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,m,b,m,a,b,m,a,b,b,b,0
0.0072155274,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,m,a,b,m,b,b,a,b,b,a,b,m,b,0
0.009615533,b,b,a,a,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,m,b,a,a,m,m,b,0
0.007120155,b,b,m,m,m,m,a,m,m,a,b,m,b,b,m,b,m,a,a,m,b,m,m,b,b,m,b,m,b,0
0.0063823704,b,b,a,b,a,b,b,b,m,b,b,b,b,b,m,b,m,a,b,a,a,b,m,b,a,a,m,m,b,0
0.0073299375,b,b,a,m,a,a,b,b,a,a,m,b,m,b,m,b,a,a,b,a,b,m,a,b,m,a,m,m,b,0
0.007421345,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,b,a,b,0
0.010253959,b,m,m,m,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,b,b,b,a,b,m,a,b,m,b,0
0.008229022,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,m,m,b,0
0.009082478,b,b,a,m,a,a,m,b,a,b,a,b,b,b,b,b,m,a,b,a,b,m,m,b,b,m,a,b,b,0
0.009111556,b,b,a,a,a,a,b,b,a,a,b,b,m,b,m,b,a,a,b,m,b,b,a,b,b,a,m,m,b,0
0.0081712855,b,b,a,a,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,b,b,m,b,b,b,a,b,b,b,0
0.007549214,b,b,a,a,a,a,a,b,a,a,m,b,b,b,m,m,m,a,b,a,b,b,m,b,m,a,m,m,b,0
0.007799894,m,m,a,m,a,m,a,b,a,a,a,b,b,b,b,a,a,a,m,a,m,m,b,b,m,a,a,m,b,0
0.0067111426,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,m,m,a,b,m,b,b,a,m,m,a,m,b,m,0
0.007486264,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,b,b,0
0.005061656,m,b,a,a,a,a,b,b,a,a,m,b,b,b,m,b,a,a,b,a,b,m,m,b,a,m,m,b,b,0
0.009584554,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,a,b,a,a,b,b,0
0.0058825808,m,b,a,m,a,a,m,m,a,m,a,b,b,b,a,b,m,a,b,a,b,m,a,b,a,a,m,m,b,0
0.014287794,b,a,m,a,m,a,b,b,a,a,a,b,b,b,m,b,a,a,b,b,b,b,m,b,b,a,b,a,b,0
0.005812822,m,b,a,a,a,a,b,b,a,b,b,b,b,b,m,b,m,a,b,b,b,b,a,b,b,a,b,b,m,0
0.009812694,b,b,m,m,a,a,b,b,a,a,a,b,b,b,a,b,a,a,b,m,b,b,m,a,b,a,b,m,b,0
0.006436389,m,b,m,m,m,a,b,b,a,b,b,b,b,b,m,b,m,a,b,m,b,b,a,b,m,a,m,b,b,0
0.0054756487,m,b,a,a,a,a,b,b,a,a,b,m,m,b,m,b,m,a,b,m,b,m,m,b,b,a,a,b,m,0
0.008277877,m,b,m,m,a,m,m,b,m,b,b,m,m,b,m,m,a,a,b,a,a,a,m,b,m,a,m,m,b,0
0.004124009,m,b,a,m,m,a,b,b,a,a,m,b,b,b,m,b,a,a,b,b,b,m,a,b,a,a,m,b,a,0
0.010350573,m,b,a,m,a,m,a,b,a,m,b,m,b,m,m,m,m,a,m,a,m,m,a,a,m,m,b,m,b,0
0.0063605527,m,b,m,m,a,a,b,b,a,a,b,b,b,b,m,m,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.0077318805,m,m,m,m,a,m,m,b,m,m,b,m,m,b,m,b,m,a,a,m,b,a,a,b,m,m,m,a,m,0
0.009203427,m,b,a,b,a,m,m,b,a,b,b,b,b,b,m,m,m,a,b,a,b,a,b,b,m,a,m,m,m,0
0.0072971317,m,b,a,m,a,m,a,b,m,a,b,m,b,b,m,m,m,a,a,a,a,m,m,m,a,a,b,m,m,0
0.004684026,m,b,m,m,m,a,b,b,a,m,m,b,m,b,m,b,m,a,b,b,b,m,a,b,m,m,m,m,b,0
0.008059063,b,b,a,b,a,b,a,m,a,m,b,a,b,m,m,b,m,a,a,a,b,a,m,b,m,m,m,a,a,0
0.007769712,b,b,m,b,a,a,b,b,m,m,b,m,m,b,m,b,m,m,b,m,m,a,m,b,b,m,a,m,b,0
0.007655102,m,b,a,b,a,m,a,m,a,m,b,m,b,b,m,m,a,a,b,m,b,m,a,b,m,a,m,m,m,0
0.008186863,b,b,a,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,b,b,b,a,b,b,a,b,m,b,0
0.0072102426,b,b,a,a,b,a,a,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,a,a,m,b,b,0
0.007110977,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,a,b,0
0.008621498,m,b,m,m,a,a,a,b,a,b,m,b,b,b,m,b,a,m,b,a,b,m,m,b,b,m,a,m,b,0
0.007909269,b,m,a,m,a,m,a,b,a,b,m,m,b,m,m,a,m,a,b,a,m,a,a,b,m,a,m,m,b,0
0.009283353,b,b,m,m,a,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,m,m,b,0
0.006663118,m,m,m,b,a,m,a,b,a,m,b,m,b,m,m,m,m,a,b,a,b,m,m,b,m,m,m,m,m,0
0.006230489,b,b,m,m,a,b,a,m,m,a,b,m,m,b,m,b,m,a,m,m,a,a,m,b,m,a,m,a,m,0
0.009242689,b,b,m,m,b,a,a,b,a,b,b,b,m,b,m,b,m,a,b,m,b,m,a,b,b,a,m,m,b,0
0.0069513884,m,m,a,b,a,b,a,m,m,a,b,m,m,m,m,m,m,a,m,a,m,m,a,b,a,m,m,a,b,0
0.0065141297,b,b,a,m,a,a,b,b,a,a,b,b,b,b,m,b,m,a,b,a,b,m,a,b,m,a,b,m,b,0
0.0047183656,m,b,b,m,a,m,m,a,a,a,m,m,b,b,a,b,a,a,b,m,a,m,b,b,m,a,m,a,b,0
0.007946453,b,b,a,m,a,m,b,m,a,a,b,b,b,b,m,m,a,a,b,a,m,b,m,m,m,a,m,m,m,0
0.0062935823,m,b,m,m,a,a,m,m,a,a,b,b,b,b,m,b,m,a,b,m,b,m,a,b,m,a,b,b,b,0
0.0045694523,b,b,m,a,a,a,b,b,a,m,b,b,b,b,m,b,m,a,b,a,b,b,a,b,a,a,b,b,m,0
0.0044627097,b,b,a,m,a,a,a,b,a,m,b,b,b,m,m,b,m,a,b,a,b,m,a,b,m,a,m,m,b,0
0.004231256,m,m,a,m,a,b,a,b,m,a,b,m,b,b,m,a,m,a,b,a,a,m,a,b,a,a,m,a,b,0
0.007092715,m,b,b,m,a,a,b,m,a,a,m,b,b,b,m,b,a,a,b,b,b,m,a,b,a,a,b,b,b,0
0.008265155,b,b,m,m,a,a,b,b,a,a,a,b,b,b,m,b,a,a,b,b,b,b,m,b,b,a,b,b,b,0
0.0038009365,b,m,m,m,a,m,m,b,a,a,b,b,b,b,m,b,a,a,b,a,b,b,a,b,a,a,b,m,b,0
0.0062614856,b,b,a,m,a,a,a,b,a,a,m,b,b,b,m,m,m,a,m,a,a,b,a,b,m,a,m,a,b,0
0.0073760543,m,b,a,m,a,a,a,b,a,a,a,b,b,b,m,b,m,a,b,a,b,m,a,b,b,a,m,b,b,0
0.006091483,b,b,a,m,m,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,b,b,0
0.007333259,a,b,m,b,a,a,m,b,a,a,b,m,b,b,m,b,m,a,b,m,m,m,a,a,m,m,m,m,m,0
0.0049666795,m,m,a,b,a,b,a,b,m,a,b,m,b,b,m,m,a,a,b,a,a,a,m,b,a,a,b,a,b,0
0.005623142,m,a,a,m,a,m,a,m,m,a,b,m,m,b,m,a,m,a,b,m,b,m,m,b,a,m,m,a,m,0
0.009300897,m,b,m,b,m,a,m,b,a,b,b,b,b,b,m,b,m,a,b,b,b,m,a,b,m,m,b,a,a,0
0.0077855512,b,b,a,a,b,a,b,b,a,m,b,b,b,b,m,b,a,a,b,m,b,b,a,b,b,a,b,a,m,0
0.006103971,a,m,a,m,a,b,m,m,m,a,b,a,m,m,m,a,m,a,a,m,m,a,m,b,m,m,a,m,m,0
0.0064786705,b,b,m,a,b,a,b,b,a,a,b,b,b,b,m,b,a,a,b,m,b,b,a,b,m,a,b,m,b,0
0.006450454,m,b,m,m,a,b,a,m,b,a,b,m,m,m,m,m,m,a,a,a,a,a,b,b,m,m,a,m,b,0
0.003961201,b,b,a,m,a,m,b,b,a,a,b,b,b,b,m,b,a,a,b,a,m,m,a,b,a,a,b,b,b,0
