path,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,class
4.000516,b,a,m,b,b,b,b,a,b,m,m,m,b,a,b,m,b,b,m,a,m,m,m,a,m,m,b,b,m,1
3.8733857,b,b,m,m,m,a,b,a,m,m,a,m,b,a,b,a,m,a,m,a,m,a,m,a,a,a,a,m,m,1
4.0640965,b,m,a,b,b,m,b,a,m,b,m,m,b,a,m,m,b,b,a,a,m,a,m,m,m,a,m,m,m,1
5.717327,b,a,m,m,a,b,b,a,a,b,m,b,a,a,b,m,b,a,m,a,a,m,a,a,b,m,b,b,m,1
5.308765,m,b,m,b,a,b,a,m,a,b,m,m,m,a,b,m,b,a,a,a,a,m,a,b,a,a,b,b,a,1
3.6200976,b,a,m,m,m,m,m,a,m,m,m,b,b,a,b,m,b,b,a,a,m,m,m,m,b,m,b,b,m,1
6.9656563,b,m,m,b,m,m,b,m,m,b,m,b,a,a,b,a,m,a,m,a,m,a,b,m,m,m,m,m,b,1
2.8288188,b,a,m,b,b,a,m,a,b,m,m,b,b,a,b,b,b,b,a,a,m,a,a,a,b,m,b,m,b,1
10.135398,b,a,b,b,a,b,m,b,a,b,b,b,a,b,m,b,b,b,a,b,m,m,b,m,b,b,b,m,b,1
6.1505613,b,m,m,b,a,m,b,m,a,b,a,b,b,a,b,a,b,a,a,a,m,m,m,a,m,a,m,a,b,1
3.6512637,b,a,m,m,a,m,b,a,m,m,m,b,b,a,b,m,m,m,a,a,m,a,a,m,m,a,m,b,b,1
13.294516,m,a,m,m,m,m,b,a,a,m,a,a,b,m,m,b,b,m,a,m,b,a,b,a,m,m,a,b,b,0
9.512981,b,b,m,a,a,a,b,a,a,b,a,a,b,a,a,m,b,m,a,a,m,a,a,a,m,a,a,b,a,0
11.236817,m,a,m,m,a,b,b,m,a,b,m,m,m,m,m,m,m,m,a,m,b,m,b,a,m,a,m,m,m,0
13.330451,b,m,b,b,a,b,b,m,a,b,m,m,b,b,m,b,m,b,a,m,b,m,b,b,b,m,b,b,a,0
8.689485,m,b,a,m,m,a,b,a,a,m,a,m,b,a,a,b,m,m,m,a,m,a,a,a,m,a,a,b,b,0
5.6871758,a,b,a,a,a,a,b,a,a,a,a,a,b,a,m,a,a,a,m,a,m,a,m,a,m,a,a,b,m,0
11.01698,a,b,m,m,m,a,b,a,a,m,a,m,b,a,a,m,b,m,m,a,m,a,m,m,m,a,a,b,m,0
7.1880126,b,b,a,a,b,a,b,a,a,a,a,a,b,a,m,m,m,m,b,a,m,a,m,a,m,a,a,m,b,0
4.3898325,m,b,a,a,b,a,b,a,a,a,a,a,b,a,a,m,a,a,b,a,m,a,m,a,b,a,a,b,m,0
11.307547,b,b,m,a,a,a,b,a,m,m,a,m,b,a,a,m,m,m,b,a,m,m,m,m,m,a,a,b,m,0
4.38049,a,b,a,a,m,a,b,a,a,a,a,a,b,a,a,m,a,a,b,a,m,a,a,a,a,a,a,m,a,0
4.268569,a,b,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,m,a,m,a,a,a,a,m,m,0
8.194161,a,b,a,m,a,a,b,a,a,m,a,m,m,a,a,b,b,a,m,a,m,a,m,b,m,a,a,m,a,0
6.8966694,m,b,a,a,a,a,b,a,a,a,a,m,b,a,a,a,a,a,b,a,m,a,a,m,b,a,a,b,m,0
9.26137,m,m,a,a,m,a,b,a,a,a,a,m,b,a,a,m,m,a,b,a,a,a,b,m,m,a,a,b,a,0
5.96947,b,b,a,a,m,a,b,a,m,a,a,m,b,a,m,m,m,b,m,a,m,m,m,m,a,a,a,b,m,0
3.5169127,a,b,a,a,a,a,b,a,a,a,a,a,b,a,m,a,a,a,b,a,b,a,a,a,a,a,a,a,m,0
5.0241227,m,b,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,m,a,m,a,m,a,a,m,a,0
5.1441298,b,b,a,a,b,a,b,a,m,a,a,m,b,a,b,a,a,m,m,a,m,a,a,a,b,a,a,b,b,0
4.2137003,b,b,m,a,b,a,b,a,a,a,a,b,b,a,b,a,a,a,m,a,b,m,m,m,b,a,m,b,b,0
4.7974505,m,b,a,a,a,a,b,a,a,a,a,m,b,a,m,a,m,a,b,a,m,a,a,a,m,a,a,b,m,0
6.305078,b,b,a,a,m,a,b,a,a,a,a,m,b,a,m,a,a,m,m,a,a,a,a,m,m,a,a,b,m,0
5.8836894,m,b,a,m,a,a,b,a,a,m,a,a,b,a,a,m,b,a,m,a,m,a,m,a,a,a,a,b,a,0
5.175945,m,b,a,a,a,a,b,a,a,a,a,m,b,a,a,m,a,b,b,a,m,a,m,a,m,a,a,b,a,0
6.468837,a,b,a,a,m,a,b,a,m,a,a,m,b,a,m,a,a,a,m,a,m,a,m,a,a,a,a,b,m,0
6.284488,m,b,a,a,m,a,b,a,a,a,a,a,b,a,m,a,m,m,b,a,m,a,m,a,a,a,a,b,m,0
3.4924238,a,b,a,a,b,a,b,a,a,a,a,m,b,a,a,a,a,m,b,a,a,a,a,m,m,a,a,b,a,0
4.984597,m,b,a,a,b,a,b,a,m,a,a,a,b,a,m,m,m,m,b,a,a,a,m,m,m,a,a,b,m,0
4.9553127,m,b,a,a,b,a,b,a,m,a,a,a,b,a,a,a,m,b,b,a,m,a,m,a,b,a,a,b,m,0
9.566236,m,a,m,b,m,b,b,m,a,b,m,m,m,b,a,m,b,a,a,a,m,m,m,m,b,m,b,a,b,0
6.381357,m,b,a,a,a,a,b,a,a,a,a,a,b,a,a,a,m,a,a,a,m,a,m,a,m,a,a,b,a,0
6.4370165,b,b,a,a,m,a,b,a,m,a,a,a,b,a,a,a,a,b,b,a,m,a,m,a,a,a,a,b,a,0
4.273845,m,b,a,a,a,a,b,a,m,m,a,a,b,a,a,a,a,a,m,a,m,a,a,a,m,a,a,b,a,0
7.365855,m,b,a,a,b,a,b,a,a,a,a,a,b,a,a,b,a,b,b,a,b,m,a,a,a,a,a,b,a,0
9.4930105,a,a,b,b,a,b,b,m,a,b,a,m,a,a,m,a,m,a,a,b,b,m,m,b,b,b,b,m,m,0
8.037879,a,b,a,a,a,a,b,a,a,m,a,m,b,a,m,a,b,a,m,a,m,a,a,a,a,a,a,b,m,0
7.834519,m,m,a,b,b,m,b,a,m,m,m,a,b,a,a,b,b,a,b,a,m,a,b,a,m,m,a,b,b,0
11.178107,m,a,m,m,a,m,b,a,m,b,a,m,m,a,a,m,a,a,a,a,m,m,m,m,b,a,m,b,a,0
11.368155,m,m,m,b,a,b,b,m,m,b,m,m,b,a,a,m,b,b,a,m,b,m,b,m,b,m,m,b,b,0
12.013041,b,m,m,m,m,m,b,m,a,m,m,m,b,a,m,a,b,a,m,a,m,a,b,b,a,a,b,b,m,0
4.6373973,m,b,a,a,b,a,b,a,a,a,a,m,b,a,a,a,a,a,b,a,a,a,m,a,a,a,a,b,m,0
7.5604453,a,b,a,m,a,a,b,m,a,m,a,a,b,a,a,m,a,a,m,a,b,m,a,a,a,a,a,b,m,0
6.3084617,b,b,m,m,b,m,b,a,m,m,m,m,b,a,m,m,m,a,a,a,b,m,m,m,b,a,b,b,m,0
7.0219345,m,m,m,a,m,m,b,a,a,a,a,m,b,a,m,a,a,a,m,a,b,a,m,a,b,a,m,b,m,0
8.7328205,m,a,b,b,b,b,b,m,m,b,m,b,b,b,a,m,m,a,b,m,b,m,b,b,b,m,b,b,b,0
10.368737,a,a,m,a,b,m,b,a,m,m,a,b,b,a,a,b,a,m,b,a,b,m,m,a,b,a,m,b,b,0
9.574339,m,a,m,b,m,b,b,m,a,b,a,m,a,m,m,m,m,a,a,m,b,m,b,b,b,m,m,m,b,0
6.0359964,b,b,a,a,a,a,b,a,a,a,a,a,b,a,a,a,m,m,b,a,m,a,m,m,b,a,a,b,m,0
6.410834,a,b,a,a,a,a,b,a,m,a,a,a,b,a,a,a,m,a,m,a,a,a,a,a,a,a,a,b,a,0
5.927609,m,b,a,a,a,a,b,a,a,a,a,a,b,a,m,a,a,m,b,a,m,a,a,a,a,a,a,b,a,0
4.306277,b,b,m,a,b,a,b,a,m,a,a,m,b,a,m,m,m,a,b,a,a,a,a,m,b,a,a,b,m,0
10.519242,b,b,m,m,a,m,b,a,a,m,a,b,b,a,a,b,m,a,m,a,m,a,m,a,b,a,m,b,b,0
4.7698264,b,b,m,m,a,a,b,a,m,m,a,b,b,a,m,m,m,a,b,a,b,m,a,m,m,a,a,b,m,0
8.17849,m,b,a,a,m,a,b,a,m,a,a,a,b,a,a,a,a,a,m,a,m,a,a,m,m,a,a,b,m,0
9.609962,a,b,a,a,a,a,b,a,a,m,a,m,b,a,a,m,a,a,m,a,m,a,m,a,a,a,a,b,m,0
11.698949,b,a,a,m,m,a,b,a,a,b,a,m,b,a,a,a,a,a,b,a,m,a,a,a,m,a,a,b,b,0
5.8973227,a,b,a,m,a,a,b,a,a,a,a,m,m,a,a,b,m,a,a,a,m,m,m,b,b,a,a,m,b,0
10.381751,b,a,b,b,a,b,b,m,a,b,a,m,b,b,m,b,b,a,a,b,b,m,b,m,b,b,b,m,m,0
8.37079,m,m,m,m,a,m,b,a,a,m,a,m,b,a,m,a,m,a,m,a,m,a,m,a,m,a,a,b,m,0
8.329291,m,b,a,a,a,a,b,a,m,m,a,a,m,a,a,m,m,a,m,a,a,a,m,m,a,a,a,m,m,0
8.17649,a,b,a,m,m,a,b,a,a,a,a,a,b,a,a,a,m,a,b,a,m,a,m,a,m,a,a,b,b,0
11.277237,a,b,m,m,m,m,b,a,a,m,a,m,b,m,a,m,m,a,a,a,m,m,a,m,b,a,m,b,b,0
4.282854,b,b,a,a,b,a,b,a,m,a,a,a,b,a,m,a,m,m,b,a,a,a,a,a,m,a,a,b,m,0
9.510068,b,m,b,b,a,b,b,m,a,b,m,b,b,a,b,a,b,a,a,b,b,b,a,a,b,m,b,b,m,0
4.4624906,a,b,a,a,a,a,b,a,b,a,a,a,b,a,a,a,a,a,a,a,a,a,a,a,m,a,a,b,m,0
6.982068,a,b,a,a,a,a,b,a,m,a,a,a,b,a,a,a,m,a,b,a,a,a,a,a,a,a,a,b,a,0
12.914458,m,b,m,m,a,a,b,m,a,m,a,m,b,a,a,a,m,m,a,a,b,m,m,m,b,a,a,b,b,0
9.239051,m,a,m,b,b,m,b,m,a,b,m,m,b,m,a,m,m,a,m,m,m,m,b,m,b,m,b,m,m,0
11.486897,b,a,m,b,a,m,b,b,a,b,m,b,b,a,m,m,b,a,a,m,b,m,m,a,b,m,m,m,m,0
11.469478,a,b,m,m,a,m,b,a,a,m,a,a,b,m,m,b,m,a,a,a,m,a,m,m,m,a,m,b,b,0
8.999771,m,m,b,b,a,m,b,m,a,b,m,a,b,m,a,m,b,a,a,m,b,m,m,m,b,a,b,m,b,0
12.858744,b,a,b,b,a,m,b,b,a,b,a,m,b,b,m,m,b,a,a,b,b,m,b,a,b,m,m,m,m,0
6.396261,a,b,a,a,a,a,b,a,a,m,a,a,b,a,a,b,m,a,m,a,m,m,a,a,a,a,a,a,m,0
9.872521,a,m,a,m,a,m,b,a,a,b,m,m,b,a,m,m,b,a,m,a,a,a,a,m,a,a,m,m,b,0
8.982384,m,b,m,b,a,b,b,m,a,b,m,m,b,b,a,b,b,m,m,a,m,m,b,m,a,m,m,b,m,0
9.878588,a,a,m,b,a,m,b,m,a,b,a,a,b,b,a,b,b,a,m,b,m,m,m,b,b,a,m,b,m,0
9.191792,a,b,m,b,a,b,b,m,a,b,a,m,b,a,b,b,m,a,b,a,m,m,m,b,m,a,b,b,b,0
7.0793867,a,b,a,a,a,a,b,a,a,a,a,a,b,a,a,a,a,a,b,a,a,a,m,a,m,a,a,b,m,0
7.3844204,a,b,a,b,a,m,b,a,m,b,a,m,b,a,m,m,b,a,m,a,a,m,m,a,a,a,a,b,b,0
10.868468,a,b,a,m,a,m,b,m,a,m,a,a,a,m,m,b,b,a,m,a,a,a,a,a,a,a,a,b,b,0
9.599678,a,b,m,b,a,m,b,m,a,b,a,a,b,a,m,a,a,a,a,a,b,m,m,b,b,a,a,m,b,0
5.4421387,a,b,a,m,a,m,b,a,a,m,a,a,b,a,a,m,m,a,m,a,a,m,m,m,m,a,a,m,m,0
11.231701,a,m,a,m,a,a,b,a,m,m,m,m,b,a,a,m,a,a,m,a,m,m,m,m,m,a,m,m,b,0
6.894948,a,b,a,m,a,a,b,a,a,b,a,a,b,a,a,m,a,a,m,a,m,m,m,m,m,a,a,b,m,0
6.015763,a,b,a,a,a,a,b,a,a,m,a,a,b,a,a,m,a,a,b,a,a,a,a,a,a,a,a,m,a,0
8.746481,a,b,a,m,a,a,b,a,m,b,a,m,m,a,a,a,m,a,m,a,m,m,a,a,b,a,m,m,b,0
2.770032,m,b,a,m,a,a,b,m,a,m,a,a,b,a,b,m,a,a,a,a,m,m,a,a,m,a,a,b,m,0
2.908253,a,b,m,b,a,m,b,m,a,b,a,a,b,m,b,m,m,a,m,a,m,m,m,b,b,a,m,b,b,0
11.264941,a,m,m,b,a,b,b,m,a,b,m,m,m,m,a,m,m,a,m,m,b,m,m,m,m,m,b,b,m,0
10.303361,a,b,a,m,m,a,b,a,a,b,a,a,m,m,m,b,m,a,a,a,m,m,m,a,m,a,a,m,b,0
10.988989,a,b,m,m,a,a,b,a,a,a,a,b,b,a,m,m,m,a,b,a,b,a,b,a,m,a,a,b,b,0
9.283287,a,b,m,a,a,m,b,a,a,m,a,b,b,a,m,m,b,a,a,a,m,a,m,a,a,m,m,b,m,0
4.8160305,a,b,a,m,a,a,b,a,a,m,a,m,a,a,a,m,a,a,a,a,m,m,m,a,b,a,a,a,b,0
10.285416,a,b,m,m,a,m,b,a,a,m,a,m,b,m,a,a,m,a,m,a,b,a,a,a,a,a,m,b,b,0
5.372166,a,b,m,m,a,a,b,a,m,b,a,a,m,b,m,m,b,a,b,a,m,b,a,m,b,a,a,m,a,0
9.884283,b,m,m,b,a,a,b,m,a,m,a,m,m,a,m,m,m,a,m,a,b,a,b,a,b,m,a,b,b,0
11.84059,m,m,m,m,a,b,b,a,a,m,a,b,b,a,a,m,b,m,m,a,m,m,b,a,b,a,m,b,b,0
8.551954,a,b,a,m,a,a,b,a,a,b,a,a,b,a,m,b,m,a,m,a,a,a,m,a,a,a,a,m,a,0
4.784982,a,b,a,a,a,a,b,a,a,a,a,a,b,a,m,a,a,m,b,a,m,a,m,a,a,a,a,b,a,0
7.9373093,a,b,a,a,a,a,b,a,m,m,a,m,m,a,m,a,m,a,m,a,m,a,m,a,m,a,a,m,a,0
9.939039,a,a,m,a,m,m,b,a,a,m,m,b,b,a,m,m,b,a,b,a,m,a,b,a,a,m,m,b,b,0
6.325465,a,b,a,m,m,a,b,a,m,m,a,m,b,a,m,m,b,a,m,a,b,a,m,a,a,a,a,b,a,0
5.2241826,m,b,a,a,b,a,b,a,m,a,a,a,b,a,m,a,a,m,m,a,m,a,a,a,a,a,a,b,a,0
10.55319,m,b,m,a,m,a,b,a,m,a,a,m,b,a,m,m,m,m,b,a,m,a,m,m,m,a,a,b,m,0
10.557715,m,m,m,m,b,a,b,m,a,a,a,m,m,a,a,b,a,a,b,a,b,m,b,a,m,b,m,b,b,0
10.201135,a,b,m,m,a,m,b,a,a,b,m,b,m,b,m,b,b,a,m,a,m,m,m,m,b,a,m,b,b,0
13.861814,a,b,m,a,b,a,b,a,m,a,a,b,b,a,m,m,m,a,b,a,m,a,m,a,b,m,a,b,m,0
4.9932675,m,b,a,a,m,a,b,a,m,a,a,a,b,a,a,a,a,m,b,a,a,a,a,a,b,a,a,b,m,0
9.672929,m,b,a,a,m,a,b,a,b,a,a,m,b,a,m,a,m,a,b,a,m,a,m,a,a,a,a,b,a,0
7.503184,a,b,m,a,b,a,b,a,m,m,a,m,b,a,m,m,m,m,m,a,m,m,a,m,m,a,m,b,m,0
9.478807,a,b,m,m,a,a,b,a,a,a,m,m,b,a,m,b,m,a,m,a,m,a,m,a,a,a,a,b,m,0
13.76814,m,b,m,a,b,a,b,a,m,a,a,b,b,a,m,a,a,a,b,a,m,a,b,m,m,a,a,b,m,0
7.5027647,a,b,a,m,a,m,b,a,a,b,a,a,b,a,m,m,b,a,m,a,m,a,m,a,a,a,a,b,m,0
10.403264,a,b,m,a,a,a,b,a,a,m,a,a,b,a,m,a,m,a,m,a,m,a,a,a,m,a,m,b,m,0
7.4402914,a,b,m,m,a,m,b,a,a,m,m,m,b,m,m,b,m,a,a,a,b,a,m,a,a,m,a,b,b,0
13.576127,a,b,m,a,m,a,b,a,a,m,a,m,b,a,m,m,b,a,b,a,m,a,m,m,b,a,a,b,b,0
8.637386,a,b,a,m,a,m,b,a,a,b,a,a,b,a,m,a,b,a,a,a,m,a,b,a,a,a,a,b,m,0
8.798011,a,b,a,m,a,m,b,a,a,b,a,a,b,a,m,b,b,a,m,a,m,a,b,a,a,a,m,b,b,0
8.259905,m,b,a,a,a,a,b,a,m,m,a,m,b,a,m,m,m,b,b,a,m,a,m,a,a,a,b,b,b,0
10.616415,a,b,m,m,a,m,b,a,a,m,m,a,m,b,m,b,b,a,m,a,b,a,b,a,a,m,m,b,m,0
12.214125,m,b,a,m,m,a,b,a,m,m,a,b,b,a,m,a,m,b,b,a,m,a,m,a,a,a,a,b,m,0
6.96986,m,b,a,a,m,a,b,a,a,a,a,b,b,a,m,a,m,m,b,a,m,a,m,a,a,a,b,b,b,0
6.983486,a,b,a,a,a,a,b,a,m,a,a,m,b,a,m,m,m,m,b,a,m,a,m,a,a,a,b,b,m,0
5.8407326,m,b,a,a,m,a,b,a,a,a,a,m,b,a,m,m,m,a,b,a,m,a,b,a,a,a,m,b,m,0
15.541733,m,b,m,a,b,m,b,a,m,m,a,m,b,a,m,m,b,m,a,a,m,a,m,a,b,m,b,b,b,0
7.1558886,a,a,m,b,a,m,b,a,a,b,m,m,a,m,m,b,b,m,a,m,m,m,m,m,m,a,b,b,b,0
8.144514,b,b,a,a,m,m,b,a,a,m,a,b,b,a,m,m,m,a,b,a,m,a,m,a,a,m,m,b,m,0
7.47999,a,a,m,m,m,m,b,a,m,b,b,m,m,a,a,m,b,a,a,m,m,a,m,m,m,a,m,b,b,0
10.645114,m,m,m,a,m,a,b,a,m,m,m,b,b,a,a,m,b,a,a,a,m,a,a,a,a,a,m,b,b,0
10.126881,m,m,m,m,m,a,b,a,a,b,m,b,b,a,m,a,m,m,m,a,m,m,m,m,b,a,m,b,b,0
9.031182,a,m,m,m,a,m,b,m,a,b,m,m,b,a,a,a,b,a,m,a,m,a,m,a,m,m,m,b,b,0
11.974952,a,a,m,b,a,m,b,m,a,b,m,a,a,b,a,m,b,a,a,m,m,a,b,m,m,m,a,b,b,0
8.507042,b,b,m,a,m,m,b,a,m,m,a,b,b,a,m,a,m,m,b,a,m,m,b,m,m,m,b,b,m,0
9.427457,m,a,m,m,b,m,b,m,a,b,m,b,m,a,m,m,m,a,m,a,b,m,m,m,b,a,b,b,m,0
4.91324,m,m,m,m,a,m,b,a,a,b,a,m,a,a,m,m,m,a,a,a,m,a,m,a,a,a,a,b,m,0
8.510416,a,b,m,m,a,m,b,m,m,b,m,m,m,a,a,m,m,a,m,a,m,a,m,m,m,a,m,b,b,0
5.3352237,a,b,a,a,a,a,b,a,m,a,a,m,b,a,m,a,m,a,b,a,a,a,a,a,a,a,a,b,b,0
2.9493446,a,b,a,a,a,a,b,a,m,a,a,m,b,a,m,a,a,a,a,a,m,a,a,a,a,a,a,b,b,0
11.899695,m,m,m,m,a,a,b,a,a,m,m,m,b,a,m,m,b,a,m,a,m,a,m,m,m,a,m,b,b,0
6.3408694,a,m,a,m,a,m,b,m,a,b,a,a,m,a,a,a,a,a,a,a,b,a,m,a,m,a,m,m,a,0
10.302439,a,m,m,b,a,b,b,m,a,m,m,m,m,b,m,m,b,a,m,a,m,a,b,m,a,a,a,b,m,0
10.6888275,a,m,m,a,m,a,b,a,m,a,m,m,b,a,m,b,m,a,m,a,m,m,m,m,b,a,m,b,b,0
10.808701,a,m,m,b,a,b,b,b,a,b,m,m,m,b,a,m,b,a,m,m,m,m,b,b,m,b,b,b,b,0
16.08137,m,a,b,b,a,b,b,b,a,b,b,b,b,b,b,b,b,a,a,a,m,m,m,b,m,m,b,b,m,0
7.206492,a,m,a,a,a,a,b,a,a,m,a,m,b,a,a,a,a,a,a,a,m,m,m,m,m,a,m,b,m,0
6.865022,m,a,m,b,a,m,m,m,a,b,b,m,b,m,m,b,b,a,m,m,b,m,m,a,m,m,m,b,m,0
9.561057,a,b,m,a,m,a,b,a,a,m,a,m,b,a,a,m,m,a,m,a,b,a,a,a,a,m,m,b,b,0
10.663408,m,b,m,m,m,m,b,a,a,m,a,m,b,a,m,m,b,a,b,m,b,a,b,a,a,m,a,b,m,0
8.412275,m,b,m,m,a,m,b,m,a,a,m,m,b,a,a,m,m,a,b,a,b,a,b,m,m,a,a,b,m,0
9.475835,m,b,m,m,a,m,b,a,m,m,a,a,b,a,m,a,b,a,b,a,m,a,b,m,a,a,m,b,m,0
8.969877,a,b,m,m,a,a,b,a,m,a,a,a,b,a,a,m,m,a,m,a,m,a,m,a,a,a,a,b,b,0
8.059566,a,m,m,m,a,a,b,a,m,b,b,m,b,a,m,a,m,m,m,a,b,a,m,a,a,a,a,b,b,0
8.676352,m,a,b,b,a,b,m,m,a,b,b,m,b,b,b,b,b,m,a,a,b,m,m,b,b,m,m,b,a,0
11.344731,m,b,m,m,a,a,b,a,a,a,m,b,b,a,m,a,b,a,b,a,m,a,m,a,a,a,a,b,b,0
7.439003,a,b,a,a,m,a,b,a,m,a,a,m,b,a,m,a,a,m,m,a,m,a,m,m,a,a,m,b,m,0
6.817419,a,b,m,m,a,m,b,a,m,b,m,m,b,a,m,m,b,a,m,m,m,a,b,a,a,a,a,b,b,0
7.920891,a,a,m,b,a,m,m,a,a,b,m,b,b,a,b,b,b,a,a,a,m,a,m,a,a,a,a,b,m,0
9.04844,a,m,m,m,a,m,b,a,a,m,a,a,b,a,m,a,m,a,a,m,m,a,m,a,a,a,a,b,m,0
8.795436,a,b,m,a,a,a,b,a,m,a,a,m,b,a,m,a,a,a,m,a,m,a,a,m,a,a,b,b,b,0
9.068143,a,m,m,m,a,m,b,a,m,b,m,a,b,m,a,b,m,a,b,a,m,a,b,a,a,a,m,b,b,0
8.894753,a,a,b,b,a,b,b,b,a,b,m,m,b,m,b,m,b,a,a,m,b,a,m,m,m,m,b,b,a,0
13.768403,a,a,m,m,a,m,b,m,a,m,a,a,b,a,a,a,a,a,m,a,b,a,m,m,m,a,m,b,m,0
8.076018,m,m,m,m,m,a,b,a,m,b,m,m,b,b,m,m,a,a,m,a,b,a,a,a,m,m,m,b,b,0
4.930213,m,b,a,a,b,a,b,a,m,a,a,a,b,a,a,a,a,m,b,a,a,a,a,a,b,a,a,b,m,0
12.458487,m,a,b,m,a,b,b,m,a,b,b,b,b,a,m,a,b,m,a,a,m,a,b,a,b,m,b,b,b,0
8.941249,a,b,m,a,m,a,b,a,m,m,a,a,b,a,a,a,a,a,m,a,m,a,a,m,m,a,m,b,m,0
12.593726,m,b,b,b,a,b,b,b,a,b,m,b,b,b,m,a,b,a,m,m,m,m,b,b,b,m,b,b,m,0
9.130583,a,b,m,m,a,b,b,a,a,b,a,a,b,a,m,m,b,m,m,a,m,a,m,a,a,a,m,b,b,0
8.269056,a,b,a,a,a,a,b,a,m,m,a,b,b,a,m,m,m,a,b,a,a,a,m,a,a,a,a,b,m,0
10.102932,m,b,m,a,m,a,b,a,m,a,a,m,b,a,a,m,a,m,b,a,m,m,m,a,m,m,a,b,a,0
12.26139,a,b,m,m,m,m,b,a,a,b,a,b,b,m,m,a,m,m,m,m,b,m,b,m,b,m,b,b,b,0
