path,attr_0,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,class
-0.09059279,m,a,m,b,m,m,b,b,m,b,m,b,b,a,b,b,b,m,b,b,b,m,m,b,a,b,b,b,b,0
0.0032173672,m,m,a,a,m,b,b,b,b,b,m,m,b,b,m,b,b,b,a,b,a,a,b,a,a,b,m,b,m,0
-0.17447715,b,b,m,b,a,b,b,b,m,b,m,b,b,m,m,b,b,a,a,b,b,a,a,b,a,a,m,b,b,0
0.6847004,m,a,a,a,m,b,m,m,b,m,m,b,a,a,a,b,b,m,b,b,b,a,a,a,m,m,b,b,a,0
-0.07042262,m,b,m,b,a,b,b,b,m,b,m,b,m,a,a,b,b,a,a,b,b,a,a,b,a,m,b,b,m,0
0.59561837,m,a,m,a,m,b,b,m,m,b,m,b,m,a,a,b,b,m,b,b,b,a,m,a,m,b,b,m,m,0
0.030032769,m,a,a,a,a,b,m,b,b,b,m,m,m,m,a,m,b,b,a,b,a,m,b,a,a,m,a,m,m,0
0.14623511,b,m,m,b,b,b,m,a,b,b,m,b,a,a,b,m,b,m,m,b,m,m,b,b,m,b,b,b,m,0
0.11418002,b,m,b,a,a,b,b,b,m,b,m,b,b,a,a,b,b,m,b,b,b,a,a,b,a,m,b,b,m,0
-0.13744922,b,b,b,a,a,m,m,b,m,b,m,b,b,a,m,b,b,a,m,b,b,a,a,a,a,b,b,m,b,0
0.032140505,b,b,b,m,a,b,b,b,b,b,b,b,b,m,a,b,b,a,m,b,b,a,a,b,a,m,m,b,b,0
0.17002177,b,b,a,b,m,b,m,a,a,b,m,b,m,a,m,b,b,m,m,b,b,a,m,b,a,b,b,b,m,0
-0.080015905,b,b,b,b,a,b,b,b,m,b,m,b,b,a,a,b,b,m,a,b,b,a,m,b,a,b,m,b,m,0
-0.18500142,b,b,b,b,a,b,b,b,b,b,m,b,b,a,a,b,b,m,m,b,b,a,a,b,a,b,b,m,b,0
0.03334301,b,b,b,m,a,b,b,b,m,b,m,b,b,a,a,b,b,m,m,b,b,a,a,b,a,m,m,b,b,0
-0.0051210728,b,a,m,a,m,b,m,b,b,b,b,m,b,b,m,b,b,b,m,m,a,a,b,a,a,m,a,b,b,0
-0.044343516,b,b,b,b,b,b,m,b,a,b,m,m,a,a,m,b,b,a,m,b,b,b,m,b,b,m,b,b,m,0
0.82763374,m,m,m,a,a,b,b,b,m,b,m,b,b,m,a,b,b,a,m,b,b,a,a,m,a,m,a,b,m,0
-0.16250409,b,b,m,b,a,m,b,b,b,b,m,b,b,a,m,b,b,m,m,b,b,a,m,b,m,b,b,b,b,0
0.34652123,m,m,b,m,a,b,m,b,m,b,m,b,b,a,a,b,b,a,m,b,b,a,a,b,a,m,b,m,b,0
-0.101585545,m,b,b,a,a,b,b,b,m,b,m,b,b,a,a,b,b,m,m,b,b,m,a,b,a,m,a,b,b,0
-0.087621525,m,b,b,b,a,b,m,b,a,b,a,b,b,a,a,b,b,a,a,b,b,a,m,b,a,m,b,b,b,0
0.7658752,m,m,m,a,a,b,b,b,b,b,b,b,b,a,a,b,b,m,m,b,b,a,a,b,a,m,b,m,m,0
-0.15289244,b,b,m,b,a,b,b,b,b,b,m,b,b,m,a,b,b,a,a,b,b,a,m,b,a,b,a,b,m,0
-0.12394477,m,a,b,m,a,a,a,b,a,b,a,b,b,a,a,b,m,a,a,b,b,a,a,b,a,a,m,b,b,0
-0.086545594,b,b,m,b,a,a,m,b,a,m,a,m,b,a,m,b,b,a,m,m,a,a,m,b,a,m,m,b,m,0
0.33944282,m,m,b,m,a,b,b,b,b,m,m,a,b,b,m,b,b,a,m,b,b,m,m,b,a,a,m,b,m,0
0.026080245,b,b,b,b,a,b,m,b,a,b,m,b,b,a,a,b,b,m,m,b,b,a,a,b,a,m,m,b,b,0
0.15999073,a,m,b,m,a,a,b,b,m,m,m,b,b,a,a,b,m,a,m,m,m,m,m,b,a,m,b,b,m,0
-0.16371325,b,b,b,b,a,b,m,b,b,b,m,b,b,m,a,b,b,a,m,b,b,a,a,b,a,b,b,m,m,0
-0.1259931,a,m,m,b,a,a,a,b,a,m,a,m,b,m,m,b,m,a,a,m,m,a,m,m,a,m,m,b,b,0
0.28721184,m,b,b,b,a,b,m,b,a,b,m,b,b,m,a,b,b,a,m,b,b,a,a,b,a,m,b,a,b,0
0.04011118,m,b,b,b,a,b,b,b,m,b,m,m,b,a,a,b,b,m,m,b,b,a,m,b,a,m,m,b,b,0
-0.07634887,b,b,b,b,a,b,a,b,m,b,m,b,b,m,a,b,b,a,m,b,b,a,a,b,a,b,m,b,m,0
0.17861927,b,a,b,a,a,a,m,b,b,m,b,a,b,a,a,b,b,m,m,b,b,a,m,a,a,a,b,b,m,0
0.24257913,b,m,b,b,m,b,b,b,b,m,m,a,b,b,m,m,b,a,m,a,b,m,b,b,a,m,m,b,m,0
-0.15107355,b,a,m,b,m,m,b,a,m,b,b,b,m,a,m,m,m,m,b,b,m,a,a,m,a,b,a,b,b,0
-0.11127716,b,m,m,b,a,m,m,m,m,b,m,b,b,a,a,b,b,m,a,b,m,a,b,m,a,b,b,b,b,0
-0.047008324,b,b,a,a,m,b,m,a,m,m,b,m,m,m,m,m,b,a,m,b,b,a,m,b,a,m,m,b,m,0
0.061865043,b,b,b,b,m,b,b,b,m,b,a,b,b,a,a,b,b,m,a,b,b,a,a,b,a,b,m,b,m,0
0.46199304,m,a,a,a,a,b,a,a,a,m,m,b,b,m,m,a,b,m,a,m,m,a,a,a,a,m,a,b,m,0
0.141786,b,b,b,m,a,b,m,b,a,b,a,b,b,a,a,m,m,m,a,b,b,a,a,b,a,m,m,b,b,0
-0.1253297,b,b,a,m,b,b,m,b,m,b,m,m,m,m,m,b,b,a,m,b,m,a,m,b,a,b,m,b,b,0
0.20663069,b,m,m,m,a,b,m,m,b,b,m,m,b,a,a,b,b,m,a,b,b,a,b,m,a,m,b,b,m,0
0.064836204,m,a,a,a,m,b,m,a,m,m,m,a,b,a,m,b,m,a,a,m,b,a,m,a,a,a,m,b,m,0
-0.03834972,b,a,b,a,a,b,b,m,b,b,m,b,b,a,a,b,b,m,b,m,b,a,a,a,a,m,a,b,b,0
-0.05835645,a,m,b,m,a,a,a,b,a,b,a,m,m,m,m,b,m,m,a,b,b,a,m,b,a,m,m,b,b,0
-0.0992954,b,b,b,b,a,b,b,b,m,b,b,b,b,a,m,b,b,a,m,b,b,a,m,b,a,b,b,b,m,0
-0.19568469,b,b,b,a,a,m,m,b,m,b,m,b,b,a,a,b,b,a,b,b,a,a,b,a,a,b,b,b,b,0
0.4524996,b,m,b,m,m,b,m,b,m,m,a,b,b,m,a,b,b,a,m,b,m,a,a,b,a,a,m,m,a,0
-0.18068086,m,b,m,m,a,m,m,b,m,b,m,b,b,m,a,m,m,a,a,m,b,a,a,b,a,m,a,b,b,0
-0.17240624,b,b,b,m,a,m,m,b,a,b,a,b,m,a,a,b,b,a,a,b,b,a,a,m,a,m,b,b,b,0
0.21221454,b,b,b,b,b,b,m,b,m,b,a,b,a,m,m,b,m,m,m,b,m,a,m,b,m,m,b,m,a,0
-0.0072891177,a,m,b,m,a,b,m,b,a,b,a,b,b,a,a,m,m,m,a,b,b,a,m,b,a,m,b,b,b,0
0.1296657,a,a,b,b,b,a,a,b,b,m,a,m,a,m,m,b,m,m,m,b,m,a,m,b,m,m,m,b,m,0
-0.06322972,m,a,a,b,a,b,m,b,a,b,m,b,m,a,a,b,m,m,a,b,b,a,a,b,a,m,b,b,b,0
-0.114009514,m,m,m,b,b,m,a,a,a,b,a,b,b,m,m,m,b,a,a,m,m,a,m,m,b,b,b,b,b,0
0.1403503,b,b,m,m,m,b,m,b,m,b,a,m,m,a,a,b,b,a,a,b,b,a,b,m,a,m,m,b,a,0
0.25374582,a,a,b,m,m,b,a,b,m,b,b,b,m,m,a,b,b,a,a,b,b,m,a,m,a,m,a,b,m,0
0.086278565,b,b,m,m,a,b,b,b,a,b,m,b,b,a,a,b,b,a,m,m,b,a,a,b,a,m,b,m,b,0
0.27614674,m,m,b,b,m,b,a,a,b,b,m,b,m,a,a,b,b,a,m,b,b,m,a,b,a,m,a,b,a,0
0.19439521,b,b,b,b,a,b,b,b,a,b,a,b,b,a,a,b,b,a,a,b,b,a,a,b,a,b,m,b,m,0
-0.04039803,b,m,m,m,a,b,m,m,m,b,m,m,m,a,b,b,m,a,a,b,b,a,m,a,a,m,m,b,m,0
-0.18482696,b,b,b,b,b,a,m,m,b,b,m,b,b,m,b,b,b,m,m,b,m,b,b,b,b,b,b,m,b,0
0.5153744,b,b,a,m,a,b,a,b,b,b,b,b,b,m,a,b,b,m,m,b,b,m,a,m,a,b,a,b,m,0
-0.05424701,b,b,b,b,a,b,m,b,m,b,a,b,b,a,a,b,b,a,m,b,b,a,a,b,a,m,m,b,b,0
-0.10231012,b,b,b,b,a,b,m,b,a,b,a,m,m,a,a,b,b,a,a,b,b,a,a,m,a,m,b,b,m,0
-0.11757841,b,b,b,b,b,m,b,m,m,b,a,b,b,a,a,b,b,a,a,b,b,a,b,b,b,b,b,b,b,0
0.35227346,m,m,m,m,a,b,m,b,a,b,m,m,b,a,a,m,b,a,m,b,b,a,a,b,a,a,a,b,b,0
0.41535023,b,b,b,b,a,b,b,b,a,b,m,b,b,a,a,b,b,a,a,b,b,a,a,m,a,b,b,b,b,0
0.109298036,b,m,a,m,a,a,a,b,m,m,a,m,a,b,m,b,m,a,a,b,a,a,m,a,a,m,m,b,a,0
0.22655873,b,m,m,b,b,b,a,m,a,b,a,b,a,a,b,m,m,a,m,b,b,a,a,m,b,b,m,b,b,0
0.6766921,a,a,b,a,m,m,a,b,a,a,a,a,m,m,m,m,m,a,a,a,a,m,m,m,a,a,a,b,b,0
0.5064178,b,m,a,a,a,b,a,m,m,b,m,b,a,m,m,m,b,a,b,b,a,a,m,m,a,m,a,b,m,0
-0.1824122,b,b,a,b,a,b,b,b,b,b,m,b,b,a,a,b,b,m,m,b,b,a,m,b,m,b,b,b,b,0
0.012124949,m,a,a,b,m,m,a,a,m,m,m,a,m,m,b,m,m,m,a,a,a,a,m,a,a,m,a,b,m,0
0.18343663,b,b,b,b,a,b,b,b,a,b,a,b,b,a,a,b,b,a,a,b,b,a,a,b,a,b,b,b,b,0
0.34762985,a,a,m,a,m,m,a,b,b,b,m,m,m,a,b,b,m,m,a,b,a,a,m,a,a,a,a,b,a,0
